date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:37:07	51486/51486	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2006%20May%202023%2022:17:31%20GMT	https://synthgliders.com/images.ctfassets.net/9tpgu2u9anrt/1FALLopSF7nX6menI8Y9XX/78782ea6bc6de9c31a7abb158360cfaf/packageplate_1_PLACEHOLDER50cd50cd.jpg?q=50&w=3840	C:/My%20Web%20Sites/BASLIYORUZ/synthgliders.com/images.ctfassets.net/9tpgu2u9anrt/1FALLopSF7nX6menI8Y9XX/78782ea6bc6de9c31a7abb158360cfaf/packageplate_1_PLACEHOLDER50cd50cd50cd.jpg	(from https://synthgliders.com/early-access.html)
11:37:08	62188/62188	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2006%20May%202023%2022:17:31%20GMT	https://synthgliders.com/images.ctfassets.net/9tpgu2u9anrt/mdkcnsr22jwdIpnTMrzv6/e26fec2749304996f36b2b7a8287c12a/Flashy_entrance50cd50cd.jpg?q=50&w=3840	C:/My%20Web%20Sites/BASLIYORUZ/synthgliders.com/images.ctfassets.net/9tpgu2u9anrt/mdkcnsr22jwdIpnTMrzv6/e26fec2749304996f36b2b7a8287c12a/Flashy_entrance50cd50cd50cd.jpg	(from https://synthgliders.com/early-access.html)
11:37:24	248515/248515	---M-Z	200	added ('OK')	image/png	date:Sat,%2006%20May%202023%2022:17:31%20GMT	https://synthgliders.com/images.ctfassets.net/9tpgu2u9anrt/6K2QLAZ3LGFIOoh339J4t3/6b43208ec8c94dcac30f9f5b5cac0c99/SP_Foreground_Teleport_1095x132075b575b5.png?q=80&w=3840	C:/My%20Web%20Sites/BASLIYORUZ/synthgliders.com/images.ctfassets.net/9tpgu2u9anrt/6K2QLAZ3LGFIOoh339J4t3/6b43208ec8c94dcac30f9f5b5cac0c99/SP_Foreground_Teleport_1095x132075b575b575b5.png	(from https://synthgliders.com/early-access.html)
11:37:25	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2006%20May%202023%2022:17:31%20GMT	https://synthgliders.com/F.html	C:/My%20Web%20Sites/BASLIYORUZ/synthgliders.com/F.39.delayed	(from https://synthgliders.com/early-access.html)
11:37:25	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2006%20May%202023%2022:17:31%20GMT	https://synthgliders.com/cookies.html	C:/My%20Web%20Sites/BASLIYORUZ/synthgliders.com/cookies.html	(from https://synthgliders.com/early-access.html)
11:37:28	136/136	---MCZ	200	added ('OK')	text/plain	etag:W/%22db40f9888a197b8043aa337396a4a52a%22	https://cdn.discordapp.com/robots.txt		(from https://synthgliders.com/)
11:37:29	294552/294552	---M-Z	200	added ('OK')	image/png	date:Sat,%2006%20May%202023%2022:17:31%20GMT	https://synthgliders.com/images.ctfassets.net/9tpgu2u9anrt/6OG5m9Is6tGBf1ybXU4C2Q/205b467f39c3654104ad860ada5708e3/SP_Foreground_Group_1095x1320_faded75b575b5.png?q=80&w=3840	C:/My%20Web%20Sites/BASLIYORUZ/synthgliders.com/images.ctfassets.net/9tpgu2u9anrt/6OG5m9Is6tGBf1ybXU4C2Q/205b467f39c3654104ad860ada5708e3/SP_Foreground_Group_1095x1320_faded75b575b575b5.png	(from https://synthgliders.com/early-access.html)
11:37:56	81934/81934	---M-Z	200	added ('OK')	image/png	date:Sat,%2006%20May%202023%2022:17:31%20GMT	https://synthgliders.com/images.ctfassets.net/9tpgu2u9anrt/5AsbUGgyJnhrc0FFyIq7XB/0db9acbca40232656a6138b8c0354114/Finn_sml.png	C:/My%20Web%20Sites/BASLIYORUZ/synthgliders.com/images.ctfassets.net/9tpgu2u9anrt/5AsbUGgyJnhrc0FFyIq7XB/0db9acbca40232656a6138b8c0354114/Finn_sml.png	(from https://synthgliders.com/)
11:40:23	72163053/72163053	---M--	200	added ('OK')	application/x-msdos-program	etag:%22f68e778c3f2a25611f5107e1a2ed4cc0%22	https://cdn.discordapp.com/attachments/1102694632065863793/1104530930221203487/synthgliders_betav2.0.5.exe	C:/My%20Web%20Sites/BASLIYORUZ/cdn.discordapp.com/attachments/1102694632065863793/1104530930221203487/synthgliders_betav2.0.5.exe	(from https://synthgliders.com/)
11:40:30	177/177	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20May%202023%2022:17:31%20GMT	https://synthgliders.com/css?family=IBM+Plex+Sans	C:/My%20Web%20Sites/BASLIYORUZ/synthgliders.com/css69c4.html	(from https://synthgliders.com/images.ctfassets.net/9tpgu2u9anrt/4b69mGpsVGfD8VKOkwbsNd/9b82f4b2c911ea93dbd8702a44e19abc/CosmicDrift_Header_logo_1155x435px75b575b5.html?q=80&w=3840)
